,IWM.Open,IWM.High,IWM.Low,IWM.Close,IWM.Volume,IWM.hasGaps
11/4/2019 13:02,159.21,159.22,159.21,159.21,118,0
11/4/2019 13:03,159.21,159.21,159.18,159.19,177,0
11/4/2019 13:04,159.18,159.2,159.16,159.17,159,0
11/4/2019 13:05,159.16,159.18,159.15,159.16,260,0
11/4/2019 13:06,159.16,159.16,159.09,159.11,237,0
11/4/2019 13:07,159.1,159.11,159.04,159.04,219,0
11/4/2019 13:08,159.05,159.06,159.01,159.02,360,0
11/4/2019 13:09,159.03,159.04,158.99,158.99,223,0
11/4/2019 13:10,158.99,159.01,158.97,158.99,203,0
11/4/2019 13:11,159,159.02,159,159,86,0
11/4/2019 13:12,159.01,159.02,158.98,158.99,127,0
11/4/2019 13:13,158.99,158.99,158.97,158.97,281,0
11/4/2019 13:14,158.98,158.98,158.96,158.98,91,0
11/4/2019 13:15,158.97,159.01,158.97,158.98,215,0
11/4/2019 13:16,158.98,159.02,158.98,158.99,102,0
11/4/2019 13:17,159,159.01,158.98,158.99,73,0
11/4/2019 13:18,159,159.03,158.99,159.03,38,0
11/4/2019 13:19,159.03,159.05,159.01,159.02,67,0
11/4/2019 13:20,159.02,159.03,159,159.02,80,0
11/4/2019 13:21,159.02,159.03,159.02,159.03,67,0
11/4/2019 13:22,159.03,159.07,159.02,159.07,39,0
11/4/2019 13:23,159.07,159.07,159.03,159.04,49,0
11/4/2019 13:24,159.04,159.06,159.03,159.03,55,0
11/4/2019 13:25,159.03,159.04,159,159.02,205,0
11/4/2019 13:26,159.03,159.05,159.02,159.05,98,0
11/4/2019 13:27,159.04,159.12,159.04,159.11,289,0
11/4/2019 13:28,159.11,159.12,159.08,159.09,147,0
11/4/2019 13:29,159.09,159.12,159.08,159.11,56,0
11/4/2019 13:30,159.12,159.12,159.08,159.09,216,0
11/4/2019 13:31,159.09,159.12,159.08,159.12,88,0
11/4/2019 13:32,159.12,159.13,159.11,159.11,302,0
11/4/2019 13:33,159.11,159.11,159.07,159.08,463,0
11/4/2019 13:34,159.09,159.12,159.08,159.12,147,0
11/4/2019 13:35,159.12,159.14,159.1,159.1,169,0
11/4/2019 13:36,159.11,159.13,159.11,159.12,41,0
11/4/2019 13:37,159.13,159.13,159.11,159.12,99,0
11/4/2019 13:38,159.12,159.13,159.11,159.13,162,0
11/4/2019 13:39,159.13,159.15,159.12,159.13,98,0
11/4/2019 13:40,159.12,159.13,159.08,159.08,273,0
11/4/2019 13:41,159.07,159.12,159.06,159.12,197,0
11/4/2019 13:42,159.12,159.14,159.12,159.13,119,0
11/4/2019 13:43,159.13,159.16,159.12,159.13,207,0
11/4/2019 13:44,159.14,159.14,159.07,159.07,106,0
11/4/2019 13:45,159.07,159.11,159.07,159.09,99,0
11/4/2019 13:46,159.08,159.14,159.07,159.09,428,0
11/4/2019 13:47,159.09,159.12,159.09,159.09,68,0
11/4/2019 13:48,159.09,159.11,159.08,159.11,62,0
11/4/2019 13:49,159.11,159.11,159.07,159.07,192,0
11/4/2019 13:50,159.07,159.09,159.03,159.09,196,0
11/4/2019 13:51,159.08,159.09,159.03,159.04,74,0
11/4/2019 13:52,159.03,159.03,158.98,159,250,0
11/4/2019 13:53,158.98,158.99,158.97,158.98,105,0
11/4/2019 13:54,158.98,158.99,158.93,158.95,695,0
11/4/2019 13:55,158.95,158.95,158.91,158.92,184,0
11/4/2019 13:56,158.92,158.96,158.92,158.94,250,0
11/4/2019 13:57,158.94,158.95,158.93,158.94,62,0
11/4/2019 13:58,158.94,158.94,158.9,158.9,77,0
11/4/2019 13:59,158.91,158.95,158.91,158.95,158,0
11/4/2019 14:00,158.95,158.95,158.89,158.9,222,0
11/4/2019 14:01,158.9,158.92,158.84,158.84,275,0
11/4/2019 14:02,158.84,158.87,158.84,158.84,157,0
11/4/2019 14:03,158.84,158.87,158.83,158.87,237,0
11/4/2019 14:04,158.87,158.91,158.87,158.91,92,0
11/4/2019 14:05,158.91,158.92,158.88,158.92,514,0
11/4/2019 14:06,158.91,158.94,158.87,158.9,197,0
11/4/2019 14:07,158.89,158.89,158.86,158.88,70,0
11/4/2019 14:08,158.88,158.94,158.87,158.93,95,0
11/4/2019 14:09,158.92,158.94,158.91,158.91,146,0
11/4/2019 14:10,158.9,158.9,158.85,158.86,149,0
11/4/2019 14:11,158.86,158.87,158.78,158.78,184,0
11/4/2019 14:12,158.79,158.82,158.76,158.81,230,0
11/4/2019 14:13,158.81,158.82,158.77,158.77,152,0
11/4/2019 14:14,158.78,158.79,158.73,158.74,440,0
11/4/2019 14:15,158.75,158.77,158.71,158.72,272,0
11/4/2019 14:16,158.71,158.75,158.7,158.73,362,0
11/4/2019 14:17,158.74,158.74,158.7,158.7,133,0
11/4/2019 14:18,158.7,158.71,158.65,158.69,306,0
11/4/2019 14:19,158.69,158.71,158.68,158.71,188,0
11/4/2019 14:20,158.71,158.71,158.68,158.7,326,0
11/4/2019 14:21,158.7,158.75,158.7,158.74,100,0
11/4/2019 14:22,158.74,158.78,158.74,158.77,154,0
11/4/2019 14:23,158.78,158.79,158.76,158.78,203,0
11/4/2019 14:24,158.78,158.8,158.76,158.77,371,0
11/4/2019 14:25,158.76,158.81,158.74,158.81,622,0
11/4/2019 14:26,158.81,158.82,158.76,158.77,140,0
11/4/2019 14:27,158.77,158.78,158.73,158.74,173,0
11/4/2019 14:28,158.73,158.75,158.69,158.69,380,0
11/4/2019 14:29,158.72,158.72,158.64,158.67,632,0
11/4/2019 14:30,158.65,158.71,158.64,158.68,519,0
11/4/2019 14:31,158.68,158.72,158.67,158.7,229,0
11/4/2019 14:32,158.7,158.78,158.69,158.74,221,0
11/4/2019 14:33,158.74,158.77,158.73,158.75,256,0
11/4/2019 14:34,158.75,158.76,158.63,158.65,809,0
11/4/2019 14:35,158.66,158.68,158.61,158.68,429,0
11/4/2019 14:36,158.68,158.68,158.6,158.62,416,0
11/4/2019 14:37,158.63,158.69,158.63,158.69,377,0
11/4/2019 14:38,158.69,158.71,158.68,158.7,176,0
11/4/2019 14:39,158.7,158.7,158.64,158.68,209,0
11/4/2019 14:40,158.67,158.79,158.67,158.79,864,0
11/4/2019 14:41,158.79,158.8,158.76,158.78,387,0
11/4/2019 14:42,158.78,158.82,158.77,158.8,455,0
11/4/2019 14:43,158.79,158.88,158.79,158.86,646,0
11/4/2019 14:44,158.86,158.88,158.84,158.84,1724,0
11/4/2019 14:45,158.84,158.85,158.8,158.8,124,0
11/4/2019 14:46,158.8,158.84,158.8,158.81,267,0
11/4/2019 14:47,158.82,158.85,158.81,158.84,184,0
11/4/2019 14:48,158.84,158.87,158.83,158.86,395,0
11/4/2019 14:49,158.86,158.89,158.84,158.86,617,0
11/4/2019 14:50,158.86,158.97,158.86,158.97,1328,0
11/4/2019 14:51,158.97,159.01,158.95,158.99,627,0
11/4/2019 14:52,158.99,159.1,158.99,159.08,1031,0
11/4/2019 14:53,159.09,159.11,159.04,159.06,1041,0
11/4/2019 14:54,159.06,159.06,158.97,158.99,947,0
11/4/2019 14:55,158.99,159.08,158.96,159.08,1197,0
11/4/2019 14:56,159.08,159.12,159.02,159.02,2053,0
11/4/2019 14:57,159.02,159.02,158.97,159.01,1445,0
11/4/2019 14:58,159.01,159.04,158.96,159.02,1398,0
11/4/2019 14:59,159.02,159.04,158.89,158.89,4189,0
11/5/2019 8:30,159.4,159.54,159.28,159.48,1428,0
11/5/2019 8:31,159.47,159.57,159.43,159.5,1227,0
11/5/2019 8:32,159.51,159.67,159.49,159.66,874,0
11/5/2019 8:33,159.66,159.75,159.56,159.59,1118,0
11/5/2019 8:34,159.63,159.71,159.5,159.71,859,0
11/5/2019 8:35,159.71,159.76,159.63,159.65,981,0
11/5/2019 8:36,159.64,159.69,159.58,159.6,489,0
11/5/2019 8:37,159.58,159.59,159.48,159.56,862,0
11/5/2019 8:38,159.57,159.69,159.53,159.53,1158,0
11/5/2019 8:39,159.56,159.61,159.48,159.49,450,0
11/5/2019 8:40,159.49,159.54,159.43,159.48,282,0
11/5/2019 8:41,159.47,159.61,159.44,159.58,225,0
11/5/2019 8:42,159.57,159.62,159.54,159.56,309,0
11/5/2019 8:43,159.57,159.74,159.57,159.59,772,0
11/5/2019 8:44,159.6,159.62,159.54,159.56,467,0
11/5/2019 8:45,159.56,159.61,159.4,159.41,567,0
11/5/2019 8:46,159.41,159.57,159.41,159.47,640,0
11/5/2019 8:47,159.48,159.5,159.4,159.46,564,0
11/5/2019 8:48,159.46,159.52,159.44,159.46,201,0
11/5/2019 8:49,159.47,159.6,159.47,159.6,159,0
11/5/2019 8:50,159.61,159.65,159.5,159.61,804,0
11/5/2019 8:51,159.61,159.65,159.53,159.55,548,0
11/5/2019 8:52,159.57,159.57,159.5,159.52,157,0
11/5/2019 8:53,159.52,159.68,159.51,159.64,301,0
11/5/2019 8:54,159.65,159.7,159.62,159.67,218,0
11/5/2019 8:55,159.67,159.67,159.59,159.63,189,0
11/5/2019 8:56,159.64,159.66,159.61,159.66,153,0
11/5/2019 8:57,159.67,159.73,159.64,159.71,318,0
11/5/2019 8:58,159.7,159.82,159.7,159.79,477,0
11/5/2019 8:59,159.8,159.8,159.67,159.76,251,0
11/5/2019 9:00,159.75,160.07,159.75,160.02,1693,0
11/5/2019 9:01,160.05,160.43,160.04,160.42,1599,0
11/5/2019 9:02,160.43,160.46,160.22,160.25,1965,0
11/5/2019 9:03,160.25,160.38,160.23,160.25,624,0
11/5/2019 9:04,160.24,160.29,160.17,160.23,1318,0
11/5/2019 9:05,160.24,160.24,160.11,160.11,606,0
11/5/2019 9:06,160.1,160.15,160.09,160.14,439,0
11/5/2019 9:07,160.16,160.28,160.07,160.07,524,0
11/5/2019 9:08,160.08,160.09,160,160.01,571,0
11/5/2019 9:09,160,160.02,159.81,159.87,681,0
11/5/2019 9:10,159.86,159.87,159.62,159.69,924,0
11/5/2019 9:11,159.7,159.79,159.54,159.54,568,0
11/5/2019 9:12,159.55,159.56,159.39,159.47,1435,0
11/5/2019 9:13,159.48,159.62,159.48,159.62,444,0
11/5/2019 9:14,159.6,159.68,159.6,159.66,601,0
11/5/2019 9:15,159.66,159.72,159.54,159.57,362,0
11/5/2019 9:16,159.58,159.65,159.55,159.62,287,0
11/5/2019 9:17,159.61,159.7,159.55,159.7,182,0
11/5/2019 9:18,159.7,159.72,159.65,159.69,588,0
11/5/2019 9:19,159.69,159.72,159.69,159.69,388,0
11/5/2019 9:20,159.68,159.74,159.64,159.74,312,0
11/5/2019 9:21,159.75,159.85,159.74,159.85,655,0
11/5/2019 9:22,159.85,159.87,159.81,159.83,602,0
11/5/2019 9:23,159.84,159.85,159.72,159.79,113,0
11/5/2019 9:24,159.76,159.76,159.69,159.7,102,0
11/5/2019 9:25,159.69,159.74,159.65,159.69,242,0
11/5/2019 9:26,159.68,159.68,159.62,159.63,804,0
11/5/2019 9:27,159.63,159.72,159.62,159.63,130,0
11/5/2019 9:28,159.61,159.63,159.4,159.44,1043,0
11/5/2019 9:29,159.41,159.52,159.32,159.41,895,0
11/5/2019 9:30,159.42,159.55,159.4,159.55,384,0
11/5/2019 9:31,159.56,159.58,159.49,159.5,303,0
11/5/2019 9:32,159.49,159.58,159.42,159.56,80,0
11/5/2019 9:33,159.56,159.57,159.48,159.52,123,0
11/5/2019 9:34,159.5,159.59,159.47,159.49,84,0
11/5/2019 9:35,159.5,159.61,159.5,159.59,242,0
11/5/2019 9:36,159.58,159.64,159.58,159.64,505,0
11/5/2019 9:37,159.66,159.68,159.47,159.54,418,0
11/5/2019 9:38,159.53,159.53,159.4,159.43,262,0
11/5/2019 9:39,159.43,159.48,159.38,159.41,193,0
11/5/2019 9:40,159.4,159.43,159.34,159.4,368,0
11/5/2019 9:41,159.39,159.44,159.31,159.33,488,0
11/5/2019 9:42,159.32,159.38,159.25,159.27,381,0
11/5/2019 9:43,159.25,159.3,159.24,159.26,459,0
11/5/2019 9:44,159.26,159.29,159.23,159.24,437,0
11/5/2019 9:45,159.26,159.29,159.22,159.22,181,0
11/5/2019 9:46,159.24,159.3,159.21,159.25,393,0
11/5/2019 9:47,159.25,159.27,159.22,159.24,127,0
11/5/2019 9:48,159.25,159.25,159.14,159.25,302,0
11/5/2019 9:49,159.26,159.28,159.23,159.27,186,0
11/5/2019 9:50,159.28,159.39,159.23,159.36,407,0
11/5/2019 9:51,159.39,159.39,159.29,159.3,304,0
11/5/2019 9:52,159.3,159.34,159.29,159.32,141,0
11/5/2019 9:53,159.33,159.34,159.27,159.29,86,0
11/5/2019 9:54,159.29,159.33,159.26,159.33,137,0
11/5/2019 9:55,159.34,159.35,159.28,159.3,234,0
11/5/2019 9:56,159.32,159.37,159.3,159.37,104,0
11/5/2019 9:57,159.38,159.49,159.37,159.44,620,0
11/5/2019 9:58,159.43,159.44,159.33,159.34,401,0
11/5/2019 9:59,159.34,159.44,159.34,159.39,346,0
11/5/2019 10:00,159.39,159.49,159.39,159.48,311,0
11/5/2019 10:01,159.49,159.57,159.49,159.52,315,0
11/5/2019 10:02,159.52,159.56,159.51,159.56,120,0
11/5/2019 10:03,159.56,159.57,159.51,159.53,339,0
11/5/2019 10:04,159.55,159.56,159.48,159.48,112,0
11/5/2019 10:05,159.49,159.58,159.46,159.56,247,0
11/5/2019 10:06,159.56,159.6,159.55,159.58,66,0
11/5/2019 10:07,159.59,159.64,159.58,159.62,190,0
11/5/2019 10:08,159.61,159.64,159.52,159.53,251,0
11/5/2019 10:09,159.51,159.56,159.48,159.49,119,0
11/5/2019 10:10,159.49,159.53,159.44,159.48,148,0
11/5/2019 10:11,159.48,159.5,159.42,159.48,183,0
11/5/2019 10:12,159.48,159.49,159.42,159.46,103,0
11/5/2019 10:13,159.47,159.56,159.47,159.56,126,0
11/5/2019 10:14,159.56,159.61,159.55,159.6,110,0
11/5/2019 10:15,159.61,159.74,159.61,159.68,213,0
11/5/2019 10:16,159.67,159.67,159.58,159.59,124,0
11/5/2019 10:17,159.59,159.59,159.54,159.55,92,0
11/5/2019 10:18,159.56,159.58,159.5,159.54,143,0
11/5/2019 10:19,159.52,159.53,159.47,159.48,154,0
11/5/2019 10:20,159.48,159.53,159.46,159.46,181,0
11/5/2019 10:21,159.45,159.47,159.41,159.42,34,0
11/5/2019 10:22,159.42,159.42,159.36,159.38,51,0
11/5/2019 10:23,159.39,159.39,159.3,159.36,80,0
11/5/2019 10:24,159.36,159.46,159.31,159.45,497,0
11/5/2019 10:25,159.44,159.44,159.38,159.43,111,0
11/5/2019 10:26,159.43,159.44,159.37,159.37,57,0
11/5/2019 10:27,159.36,159.4,159.32,159.35,153,0
11/5/2019 10:28,159.35,159.35,159.33,159.35,80,0
11/5/2019 10:29,159.34,159.43,159.33,159.43,64,0
11/5/2019 10:30,159.43,159.45,159.39,159.42,104,0
11/5/2019 10:31,159.42,159.42,159.38,159.38,126,0
11/5/2019 10:32,159.39,159.48,159.39,159.48,54,0
11/5/2019 10:33,159.47,159.55,159.46,159.55,92,0
11/5/2019 10:34,159.56,159.61,159.53,159.6,137,0
11/5/2019 10:35,159.61,159.73,159.6,159.7,238,0
11/5/2019 10:36,159.69,159.71,159.65,159.69,218,0
11/5/2019 10:37,159.69,159.69,159.61,159.64,140,0
11/5/2019 10:38,159.66,159.66,159.54,159.55,129,0
11/5/2019 10:39,159.55,159.56,159.49,159.51,143,0
11/5/2019 10:40,159.51,159.52,159.49,159.52,77,0
11/5/2019 10:41,159.51,159.56,159.5,159.55,75,0
11/5/2019 10:42,159.56,159.57,159.5,159.5,92,0
11/5/2019 10:43,159.5,159.54,159.47,159.49,209,0
11/5/2019 10:44,159.49,159.55,159.48,159.53,40,0
11/5/2019 10:45,159.52,159.53,159.49,159.49,51,0
11/5/2019 10:46,159.49,159.5,159.43,159.43,171,0
11/5/2019 10:47,159.42,159.44,159.35,159.38,227,0
11/5/2019 10:48,159.36,159.39,159.32,159.37,203,0
11/5/2019 10:49,159.36,159.36,159.33,159.33,83,0
11/5/2019 10:50,159.34,159.37,159.31,159.35,212,0
11/5/2019 10:51,159.35,159.35,159.32,159.34,114,0
11/5/2019 10:52,159.35,159.36,159.29,159.3,139,0
11/5/2019 10:53,159.32,159.4,159.31,159.35,459,0
11/5/2019 10:54,159.37,159.38,159.3,159.34,159,0
11/5/2019 10:55,159.34,159.37,159.31,159.35,147,0
11/5/2019 10:56,159.36,159.37,159.32,159.35,359,0
11/5/2019 10:57,159.36,159.36,159.27,159.29,213,0
11/5/2019 10:58,159.31,159.33,159.25,159.29,394,0
11/5/2019 10:59,159.28,159.3,159.27,159.29,34,0
11/5/2019 11:00,159.28,159.35,159.18,159.33,479,0
11/5/2019 11:01,159.33,159.37,159.32,159.36,102,0
11/5/2019 11:02,159.36,159.36,159.22,159.22,315,0
11/5/2019 11:03,159.22,159.24,159.17,159.19,419,0
11/5/2019 11:04,159.2,159.26,159.18,159.22,357,0
11/5/2019 11:05,159.22,159.28,159.21,159.26,84,0
11/5/2019 11:06,159.27,159.27,159.17,159.17,118,0
11/5/2019 11:07,159.18,159.21,159.17,159.19,104,0
11/5/2019 11:08,159.18,159.24,159.18,159.23,82,0
11/5/2019 11:09,159.24,159.24,159.2,159.21,103,0
11/5/2019 11:10,159.23,159.25,159.21,159.21,64,0
11/5/2019 11:11,159.2,159.23,159.19,159.22,43,0
11/5/2019 11:12,159.22,159.26,159.19,159.21,107,0
11/5/2019 11:13,159.2,159.21,159.18,159.21,48,0
11/5/2019 11:14,159.21,159.24,159.18,159.18,224,0
11/5/2019 11:15,159.17,159.2,159.17,159.18,55,0
11/5/2019 11:16,159.17,159.23,159.17,159.21,187,0
11/5/2019 11:17,159.23,159.29,159.22,159.29,73,0
11/5/2019 11:18,159.29,159.31,159.27,159.28,110,0
11/5/2019 11:19,159.27,159.27,159.23,159.27,106,0
11/5/2019 11:20,159.27,159.32,159.26,159.31,119,0
11/5/2019 11:21,159.31,159.32,159.27,159.31,391,0
11/5/2019 11:22,159.31,159.31,159.23,159.23,259,0
11/5/2019 11:23,159.24,159.24,159.18,159.19,183,0
11/5/2019 11:24,159.19,159.19,159.12,159.12,358,0
11/5/2019 11:25,159.12,159.12,159.08,159.09,309,0
11/5/2019 11:26,159.1,159.12,159.05,159.05,263,0
11/5/2019 11:27,159.06,159.13,159.06,159.12,170,0
11/5/2019 11:28,159.12,159.12,159.06,159.08,350,0
11/5/2019 11:29,159.09,159.1,159.06,159.06,179,0
11/5/2019 11:30,159.06,159.11,159.04,159.1,393,0
11/5/2019 11:31,159.09,159.09,159.05,159.06,173,0
11/5/2019 11:32,159.06,159.06,159,159.03,293,0
11/5/2019 11:33,159.04,159.05,158.99,159,156,0
11/5/2019 11:34,159,159.04,158.97,159.01,497,0
11/5/2019 11:35,159.01,159.1,159.01,159.09,138,0
11/5/2019 11:36,159.09,159.13,159.07,159.13,68,0
11/5/2019 11:37,159.13,159.14,159.11,159.13,50,0
11/5/2019 11:38,159.14,159.15,159.11,159.14,143,0
11/5/2019 11:39,159.15,159.17,159.12,159.16,80,0
11/5/2019 11:40,159.16,159.18,159.13,159.15,82,0
11/5/2019 11:41,159.17,159.17,159.15,159.15,36,0
11/5/2019 11:42,159.16,159.21,159.15,159.21,207,0
11/5/2019 11:43,159.21,159.26,159.21,159.25,629,0
11/5/2019 11:44,159.25,159.27,159.23,159.25,185,0
11/5/2019 11:45,159.25,159.27,159.24,159.25,399,0
11/5/2019 11:46,159.25,159.29,159.25,159.27,344,0
11/5/2019 11:47,159.27,159.29,159.24,159.25,339,0
11/5/2019 11:48,159.24,159.28,159.22,159.28,360,0
11/5/2019 11:49,159.27,159.29,159.26,159.28,233,0
11/5/2019 11:50,159.28,159.29,159.23,159.23,248,0
11/5/2019 11:51,159.23,159.26,159.22,159.25,89,0
11/5/2019 11:52,159.25,159.27,159.23,159.26,170,0
11/5/2019 11:53,159.27,159.3,159.24,159.29,423,0
11/5/2019 11:54,159.29,159.32,159.29,159.31,284,0
11/5/2019 11:55,159.3,159.35,159.3,159.34,201,0
11/5/2019 11:56,159.34,159.35,159.28,159.29,299,0
11/5/2019 11:57,159.29,159.29,159.24,159.29,202,0
11/5/2019 11:58,159.3,159.3,159.26,159.27,179,0
11/5/2019 11:59,159.28,159.3,159.27,159.29,142,0
11/5/2019 12:00,159.29,159.3,159.27,159.29,91,0
11/5/2019 12:01,159.29,159.3,159.26,159.28,101,0
11/5/2019 12:02,159.25,159.26,159.21,159.23,97,0
11/5/2019 12:03,159.23,159.24,159.18,159.2,257,0
11/5/2019 12:04,159.19,159.22,159.18,159.21,115,0
11/5/2019 12:05,159.22,159.24,159.19,159.23,76,0
11/5/2019 12:06,159.23,159.25,159.2,159.2,74,0
11/5/2019 12:07,159.2,159.21,159.18,159.19,135,0
11/5/2019 12:08,159.18,159.18,159.14,159.16,182,0
11/5/2019 12:09,159.15,159.19,159.13,159.13,448,0
11/5/2019 12:10,159.14,159.2,159.14,159.2,112,0
11/5/2019 12:11,159.2,159.22,159.19,159.22,54,0
11/5/2019 12:12,159.23,159.24,159.21,159.22,57,0
11/5/2019 12:13,159.23,159.23,159.21,159.22,16,0
11/5/2019 12:14,159.23,159.31,159.22,159.28,150,0
11/5/2019 12:15,159.28,159.31,159.25,159.28,73,0
11/5/2019 12:16,159.29,159.29,159.24,159.25,62,0
11/5/2019 12:17,159.24,159.25,159.19,159.19,162,0
11/5/2019 12:18,159.19,159.2,159.17,159.2,61,0
11/5/2019 12:19,159.21,159.21,159.18,159.19,35,0
11/5/2019 12:20,159.19,159.19,159.15,159.17,99,0
11/5/2019 12:21,159.17,159.19,159.16,159.17,159,0
11/5/2019 12:22,159.17,159.18,159.16,159.16,60,0
11/5/2019 12:23,159.16,159.16,159.15,159.16,36,0
11/5/2019 12:24,159.16,159.18,159.14,159.18,70,0
11/5/2019 12:25,159.18,159.24,159.17,159.23,109,0
11/5/2019 12:26,159.23,159.29,159.22,159.29,77,0
11/5/2019 12:27,159.29,159.31,159.28,159.28,88,0
11/5/2019 12:28,159.27,159.27,159.2,159.21,90,0
11/5/2019 12:29,159.22,159.22,159.17,159.18,43,0
11/5/2019 12:30,159.17,159.17,159.13,159.14,29,0
11/5/2019 12:31,159.15,159.19,159.15,159.18,45,0
11/5/2019 12:32,159.17,159.24,159.17,159.22,111,0
11/5/2019 12:33,159.23,159.26,159.2,159.2,169,0
11/5/2019 12:34,159.19,159.23,159.19,159.23,196,0
11/5/2019 12:35,159.23,159.24,159.2,159.22,210,0
11/5/2019 12:36,159.23,159.26,159.23,159.24,99,0
11/5/2019 12:37,159.23,159.23,159.2,159.21,117,0
11/5/2019 12:38,159.21,159.25,159.21,159.24,18,0
11/5/2019 12:39,159.25,159.25,159.22,159.22,59,0
11/5/2019 12:40,159.22,159.23,159.2,159.22,60,0
11/5/2019 12:41,159.22,159.23,159.2,159.21,167,0
11/5/2019 12:42,159.21,159.22,159.2,159.21,102,0
11/5/2019 12:43,159.22,159.22,159.18,159.18,72,0
11/5/2019 12:44,159.18,159.18,159.15,159.17,43,0
11/5/2019 12:45,159.18,159.2,159.18,159.2,172,0
11/5/2019 12:46,159.21,159.21,159.16,159.17,64,0
11/5/2019 12:47,159.16,159.2,159.16,159.18,70,0
11/5/2019 12:48,159.19,159.19,159.15,159.18,91,0
11/5/2019 12:49,159.18,159.19,159.14,159.15,250,0
11/5/2019 12:50,159.16,159.17,159.14,159.16,127,0
11/5/2019 12:51,159.16,159.24,159.16,159.24,495,0
11/5/2019 12:52,159.24,159.25,159.19,159.24,188,0
11/5/2019 12:53,159.25,159.29,159.25,159.28,42,0
11/5/2019 12:54,159.27,159.28,159.23,159.24,77,0
11/5/2019 12:55,159.24,159.26,159.23,159.24,57,0
11/5/2019 12:56,159.26,159.28,159.25,159.28,60,0
11/5/2019 12:57,159.28,159.36,159.28,159.35,366,0
11/5/2019 12:58,159.36,159.39,159.34,159.38,446,0
11/5/2019 12:59,159.37,159.38,159.34,159.36,451,0
11/5/2019 13:00,159.35,159.35,159.27,159.28,167,0
11/5/2019 13:01,159.27,159.28,159.25,159.27,156,0
11/5/2019 13:02,159.27,159.28,159.23,159.24,150,0
11/5/2019 13:03,159.24,159.26,159.21,159.25,130,0
11/5/2019 13:04,159.25,159.26,159.24,159.26,115,0
11/5/2019 13:05,159.27,159.31,159.26,159.31,66,0
11/5/2019 13:06,159.31,159.31,159.3,159.3,33,0
11/5/2019 13:07,159.3,159.35,159.3,159.35,90,0
11/5/2019 13:08,159.34,159.34,159.32,159.34,53,0
11/5/2019 13:09,159.33,159.35,159.33,159.34,121,0
11/5/2019 13:10,159.35,159.38,159.33,159.37,105,0
11/5/2019 13:11,159.39,159.4,159.36,159.38,248,0
11/5/2019 13:12,159.38,159.4,159.36,159.39,371,0
11/5/2019 13:13,159.38,159.39,159.37,159.39,47,0
11/5/2019 13:14,159.39,159.4,159.38,159.39,93,0
11/5/2019 13:15,159.39,159.41,159.37,159.41,168,0
11/5/2019 13:16,159.41,159.46,159.4,159.46,114,0
11/5/2019 13:17,159.47,159.47,159.44,159.44,67,0
11/5/2019 13:18,159.45,159.45,159.42,159.45,91,0
11/5/2019 13:19,159.44,159.47,159.43,159.46,68,0
11/5/2019 13:20,159.47,159.47,159.43,159.43,242,0
11/5/2019 13:21,159.44,159.44,159.38,159.4,151,0
11/5/2019 13:22,159.41,159.44,159.4,159.44,96,0
11/5/2019 13:23,159.45,159.48,159.44,159.46,131,0
11/5/2019 13:24,159.46,159.48,159.46,159.46,84,0
11/5/2019 13:25,159.46,159.49,159.44,159.48,48,0
11/5/2019 13:26,159.48,159.5,159.46,159.46,64,0
11/5/2019 13:27,159.48,159.49,159.47,159.47,38,0
11/5/2019 13:28,159.46,159.46,159.42,159.44,77,0
11/5/2019 13:29,159.43,159.43,159.41,159.42,53,0
11/5/2019 13:30,159.42,159.47,159.41,159.47,81,0
11/5/2019 13:31,159.46,159.47,159.4,159.4,168,0
11/5/2019 13:32,159.41,159.48,159.41,159.46,166,0
11/5/2019 13:33,159.46,159.47,159.43,159.43,90,0
11/5/2019 13:34,159.43,159.44,159.42,159.43,275,0
11/5/2019 13:35,159.43,159.44,159.4,159.4,200,0
11/5/2019 13:36,159.39,159.42,159.39,159.4,60,0
11/5/2019 13:37,159.4,159.4,159.37,159.38,64,0
11/5/2019 13:38,159.39,159.41,159.37,159.39,80,0
11/5/2019 13:39,159.41,159.42,159.37,159.37,95,0
11/5/2019 13:40,159.37,159.38,159.35,159.38,88,0
11/5/2019 13:41,159.37,159.38,159.35,159.36,63,0
11/5/2019 13:42,159.36,159.38,159.35,159.38,44,0
11/5/2019 13:43,159.38,159.38,159.36,159.37,54,0
11/5/2019 13:44,159.38,159.41,159.37,159.37,89,0
11/5/2019 13:45,159.37,159.4,159.37,159.39,88,0
11/5/2019 13:46,159.39,159.41,159.38,159.41,38,0
11/5/2019 13:47,159.41,159.41,159.37,159.37,74,0
11/5/2019 13:48,159.37,159.38,159.36,159.37,52,0
11/5/2019 13:49,159.37,159.39,159.36,159.38,79,0
11/5/2019 13:50,159.37,159.39,159.36,159.37,184,0
11/5/2019 13:51,159.37,159.37,159.33,159.33,109,0
11/5/2019 13:52,159.33,159.33,159.3,159.32,108,0
11/5/2019 13:53,159.31,159.33,159.31,159.33,44,0
11/5/2019 13:54,159.33,159.35,159.32,159.34,42,0
11/5/2019 13:55,159.34,159.34,159.28,159.28,68,0
11/5/2019 13:56,159.29,159.36,159.28,159.32,139,0
11/5/2019 13:57,159.32,159.35,159.3,159.35,207,0
11/5/2019 13:58,159.36,159.38,159.36,159.37,63,0
11/5/2019 13:59,159.37,159.37,159.34,159.34,137,0
11/5/2019 14:00,159.35,159.36,159.27,159.28,173,0
11/5/2019 14:01,159.28,159.3,159.27,159.29,61,0
